Date;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-09-11T17:00:00.0/2020-09-11T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T18:00:00.0/2020-09-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T19:00:00.0/2020-09-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T20:00:00.0/2020-09-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T21:00:00.0/2020-09-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T22:00:00.0/2020-09-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-11T23:00:00.0/2020-09-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T00:00:00.0/2020-09-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T01:00:00.0/2020-09-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T02:00:00.0/2020-09-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T03:00:00.0/2020-09-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T04:00:00.0/2020-09-12T05:00:00.0;50.5430;17.7700;5.1667;12.6033;62.5915;13.1551;0.3789;12.7762;4.3940;0.7667
2020-09-12T05:00:00.0/2020-09-12T06:00:00.0;272.4087;144.6225;81.4806;63.1419;382.1216;132.8370;65.2591;67.5779;282.9647;1.0000
2020-09-12T06:00:00.0/2020-09-12T07:00:00.0;494.8581;316.4026;219.3083;97.0943;591.1047;316.4026;219.3083;97.0943;591.1047;1.0000
2020-09-12T07:00:00.0/2020-09-12T08:00:00.0;688.2513;477.5610;359.7235;117.8375;701.5259;477.5610;359.7235;117.8375;701.5259;1.0000
2020-09-12T08:00:00.0/2020-09-12T09:00:00.0;839.3784;607.0903;476.6943;130.3960;763.5775;607.0903;476.6943;130.3960;763.5775;1.0000
2020-09-12T09:00:00.0/2020-09-12T10:00:00.0;937.9100;692.4756;554.7738;137.7018;795.7777;692.4756;554.7738;137.7018;795.7777;1.0000
2020-09-12T10:00:00.0/2020-09-12T11:00:00.0;977.1030;726.4283;585.4957;140.9327;806.3032;726.4283;585.4957;140.9327;806.3032;1.0000
2020-09-12T11:00:00.0/2020-09-12T12:00:00.0;954.2604;706.2377;566.1817;140.0560;798.3057;706.2377;566.1817;140.0560;798.3057;1.0000
2020-09-12T12:00:00.0/2020-09-12T13:00:00.0;870.9167;633.5823;499.0771;134.5052;770.7092;633.1938;498.3042;134.8897;769.4305;1.0000
2020-09-12T13:00:00.0/2020-09-12T14:00:00.0;732.7329;514.5349;391.1954;123.3395;717.1313;476.7489;321.1223;155.6265;588.0475;1.0000
2020-09-12T14:00:00.0/2020-09-12T15:00:00.0;549.1105;359.9796;255.3563;104.6233;621.9708;351.6172;241.5169;110.1003;591.8605;1.0000
2020-09-12T15:00:00.0/2020-09-12T16:00:00.0;332.5500;188.2681;114.3667;73.9014;449.4911;188.2681;114.3667;73.9014;449.4911;0.8750
2020-09-12T16:00:00.0/2020-09-12T17:00:00.0;98.7729;39.7120;15.2800;24.4320;136.2587;39.7120;15.2800;24.4320;136.2587;0.8250
2020-09-12T17:00:00.0/2020-09-12T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T18:00:00.0/2020-09-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T19:00:00.0/2020-09-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T20:00:00.0/2020-09-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T21:00:00.0/2020-09-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T22:00:00.0/2020-09-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-12T23:00:00.0/2020-09-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T00:00:00.0/2020-09-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T01:00:00.0/2020-09-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T02:00:00.0/2020-09-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T03:00:00.0/2020-09-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T04:00:00.0/2020-09-13T05:00:00.0;47.2477;15.3193;3.3914;11.9279;42.0513;15.3193;3.3914;11.9279;42.0513;0.7833
2020-09-13T05:00:00.0/2020-09-13T06:00:00.0;267.4402;133.8699;66.4199;67.4499;314.0736;133.8699;66.4199;67.4499;314.0736;1.0000
2020-09-13T06:00:00.0/2020-09-13T07:00:00.0;489.9771;302.6457;194.2218;108.4239;528.0391;302.6457;194.2218;108.4239;528.0391;1.0000
2020-09-13T07:00:00.0/2020-09-13T08:00:00.0;683.3438;463.4101;329.7423;133.6678;647.7036;463.4101;329.7423;133.6678;647.7036;1.0000
2020-09-13T08:00:00.0/2020-09-13T09:00:00.0;834.3323;593.2231;444.5950;148.6281;716.7402;593.2231;444.5950;148.6281;716.7402;1.0000
2020-09-13T09:00:00.0/2020-09-13T10:00:00.0;932.6228;678.5903;521.2791;157.3111;752.3589;678.5903;521.2791;157.3111;752.3589;1.0000
2020-09-13T10:00:00.0/2020-09-13T11:00:00.0;971.4885;712.0182;550.6775;161.3408;763.1447;712.0182;550.6775;161.3408;763.1447;1.0000
2020-09-13T11:00:00.0/2020-09-13T12:00:00.0;948.2552;691.1211;530.8351;160.2860;753.5925;691.1211;530.8351;160.2860;753.5925;1.0000
2020-09-13T12:00:00.0/2020-09-13T13:00:00.0;864.4838;617.8136;464.7383;153.0753;723.3468;617.8136;464.7383;153.0753;723.3468;1.0000
2020-09-13T13:00:00.0/2020-09-13T14:00:00.0;725.8649;498.3058;359.6196;138.6862;665.6276;498.3058;359.6196;138.6862;665.6276;1.0000
2020-09-13T14:00:00.0/2020-09-13T15:00:00.0;541.8294;343.8008;228.3797;115.4211;563.3534;343.8008;228.3797;115.4211;563.3534;1.0000
2020-09-13T15:00:00.0/2020-09-13T16:00:00.0;324.9064;173.9903;95.3110;78.6793;380.8051;173.9903;95.3110;78.6793;380.8051;1.0000
2020-09-13T16:00:00.0/2020-09-13T17:00:00.0;91.7072;33.7110;10.3840;23.3270;94.1414;33.7110;10.3840;23.3270;94.1414;0.7167
2020-09-13T17:00:00.0/2020-09-13T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T18:00:00.0/2020-09-13T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T19:00:00.0/2020-09-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T20:00:00.0/2020-09-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T21:00:00.0/2020-09-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T22:00:00.0/2020-09-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-13T23:00:00.0/2020-09-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T00:00:00.0/2020-09-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T01:00:00.0/2020-09-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T02:00:00.0/2020-09-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T03:00:00.0/2020-09-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T04:00:00.0/2020-09-14T05:00:00.0;44.0824;13.5259;2.5231;11.0028;32.2225;13.5259;2.5231;11.0028;32.2225;0.7917
2020-09-14T05:00:00.0/2020-09-14T06:00:00.0;262.4406;125.9598;58.3089;67.6509;278.9945;125.9598;58.3089;67.6509;278.9945;1.0000
2020-09-14T06:00:00.0/2020-09-14T07:00:00.0;485.0550;291.6956;180.4234;111.2722;495.1403;291.6956;180.4234;111.2722;495.1403;1.0000
2020-09-14T07:00:00.0/2020-09-14T08:00:00.0;678.3862;450.9791;313.6608;137.3183;620.7464;450.9791;313.6608;137.3183;620.7464;1.0000
2020-09-14T08:00:00.0/2020-09-14T09:00:00.0;829.2286;579.8111;427.9397;151.8714;694.4352;579.6671;427.6179;152.0491;693.9457;1.0000
2020-09-14T09:00:00.0/2020-09-14T10:00:00.0;927.2725;664.8658;505.6478;159.2180;734.3716;655.7819;485.0201;170.7617;704.0328;1.0000
2020-09-14T10:00:00.0/2020-09-14T11:00:00.0;965.8079;698.7036;537.3644;161.3393;749.4755;698.7036;537.3644;161.3393;749.4755;1.0000
2020-09-14T11:00:00.0/2020-09-14T12:00:00.0;942.1831;678.6646;520.3119;158.3527;743.8297;678.6646;520.3119;158.3527;743.8297;1.0000
2020-09-14T12:00:00.0/2020-09-14T13:00:00.0;857.9863;606.8736;457.2155;149.6581;717.4474;606.8736;457.2155;149.6581;717.4474;1.0000
2020-09-14T13:00:00.0/2020-09-14T14:00:00.0;718.9367;489.5282;355.0993;134.4289;664.0260;489.5282;355.0993;134.4289;664.0260;1.0000
2020-09-14T14:00:00.0/2020-09-14T15:00:00.0;534.4951;337.5617;226.6770;110.8847;567.2766;337.5617;226.6770;110.8847;567.2766;1.0000
2020-09-14T15:00:00.0/2020-09-14T16:00:00.0;317.2182;169.8839;94.7953;75.0886;387.9950;169.8839;94.7953;75.0886;387.9950;1.0000
2020-09-14T16:00:00.0/2020-09-14T17:00:00.0;84.8804;31.3154;9.9184;21.3971;93.5994;31.3154;9.9184;21.3971;93.5994;0.7333
2020-09-14T17:00:00.0/2020-09-14T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T18:00:00.0/2020-09-14T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T19:00:00.0/2020-09-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T20:00:00.0/2020-09-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T21:00:00.0/2020-09-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T22:00:00.0/2020-09-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-14T23:00:00.0/2020-09-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T00:00:00.0/2020-09-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T01:00:00.0/2020-09-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T02:00:00.0/2020-09-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T03:00:00.0/2020-09-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T04:00:00.0/2020-09-15T05:00:00.0;41.0111;15.0902;5.6308;9.4594;76.1389;15.0902;5.6308;9.4594;76.1389;0.8000
2020-09-15T05:00:00.0/2020-09-15T06:00:00.0;257.4103;142.6085;93.3094;49.2991;465.4583;142.6085;93.3094;49.2991;465.4583;1.0000
2020-09-15T06:00:00.0/2020-09-15T07:00:00.0;480.0923;314.5509;241.2922;73.2587;672.4866;314.5509;241.2922;73.2587;672.4866;1.0000
2020-09-15T07:00:00.0/2020-09-15T08:00:00.0;673.3791;473.6660;385.3952;88.2708;769.8160;467.6638;373.8915;93.7724;746.4551;1.0000
2020-09-15T08:00:00.0/2020-09-15T09:00:00.0;824.0680;600.7834;502.7592;98.0243;821.7581;600.6437;502.4099;98.2338;821.2233;1.0000
2020-09-15T09:00:00.0/2020-09-15T10:00:00.0;921.8598;683.7833;578.4561;105.3272;845.6167;670.8727;545.5183;125.3544;797.3055;1.0000
2020-09-15T10:00:00.0/2020-09-15T11:00:00.0;960.0620;715.5823;604.8572;110.7250;849.1246;715.5823;604.8572;110.7250;849.1246;1.0000
2020-09-15T11:00:00.0/2020-09-15T12:00:00.0;936.0458;693.6776;580.7924;112.8852;836.1693;693.6776;580.7924;112.8852;836.1693;1.0000
2020-09-15T12:00:00.0/2020-09-15T13:00:00.0;851.4259;619.9923;508.7513;111.2410;804.9020;619.9923;508.7513;111.2410;804.9020;1.0000
2020-09-15T13:00:00.0/2020-09-15T14:00:00.0;711.9507;500.5161;395.9243;104.5918;748.1346;500.5161;395.9243;104.5918;748.1346;1.0000
2020-09-15T14:00:00.0/2020-09-15T15:00:00.0;527.1102;345.8043;255.1253;90.6790;648.1493;345.8043;255.1253;90.6790;648.1493;1.0000
2020-09-15T15:00:00.0/2020-09-15T16:00:00.0;309.4883;174.3821;109.7831;64.5990;462.3767;174.3821;109.7831;64.5990;462.3767;1.0000
2020-09-15T16:00:00.0/2020-09-15T17:00:00.0;78.2975;30.8836;12.0463;18.8373;120.2999;30.8836;12.0463;18.8373;120.2999;0.7500
2020-09-15T17:00:00.0/2020-09-15T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T18:00:00.0/2020-09-15T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T19:00:00.0/2020-09-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T20:00:00.0/2020-09-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T21:00:00.0/2020-09-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T22:00:00.0/2020-09-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-15T23:00:00.0/2020-09-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T00:00:00.0/2020-09-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T01:00:00.0/2020-09-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T02:00:00.0/2020-09-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T03:00:00.0/2020-09-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T04:00:00.0/2020-09-16T05:00:00.0;38.0138;12.5224;2.9617;9.5607;40.7998;12.5224;2.9617;9.5607;40.7998;0.8167
2020-09-16T05:00:00.0/2020-09-16T06:00:00.0;252.3497;129.3012;68.4414;60.8598;342.4286;123.4688;60.8064;62.6625;299.5282;1.0000
2020-09-16T06:00:00.0/2020-09-16T07:00:00.0;475.0894;299.2723;202.6380;96.6343;569.1038;285.3633;177.4008;107.9625;502.3499;1.0000
2020-09-16T07:00:00.0/2020-09-16T08:00:00.0;668.3228;460.6433;344.4011;116.2423;692.8693;396.1245;192.6473;203.4772;392.7564;1.0000
2020-09-16T08:00:00.0/2020-09-16T09:00:00.0;818.8510;590.4374;464.2348;126.2026;763.7999;505.5269;244.0959;261.4310;399.0776;1.0000
2020-09-16T09:00:00.0/2020-09-16T10:00:00.0;916.3857;675.5657;544.5278;131.0378;801.1351;551.7042;218.5637;333.1404;322.2366;1.0000
2020-09-16T10:00:00.0/2020-09-16T11:00:00.0;954.2523;708.7941;576.2826;132.5114;814.3735;588.6293;249.0580;339.5712;351.8773;1.0000
2020-09-16T11:00:00.0/2020-09-16T12:00:00.0;929.8446;687.8562;557.7871;130.0691;808.8729;590.7731;285.6162;305.1569;414.0542;1.0000
2020-09-16T12:00:00.0/2020-09-16T13:00:00.0;844.8046;614.3110;490.0710;124.2401;781.8499;511.6685;222.5925;289.0760;354.5761;1.0000
2020-09-16T13:00:00.0/2020-09-16T14:00:00.0;704.9093;494.3554;380.3515;114.0040;726.2358;370.4584;105.5009;264.9576;198.6193;1.0000
2020-09-16T14:00:00.0/2020-09-16T15:00:00.0;519.6774;339.3353;242.9862;96.3491;626.2448;300.3315;157.9355;142.3960;413.4151;1.0000
2020-09-16T15:00:00.0/2020-09-16T16:00:00.0;301.7195;168.0559;101.3326;66.7233;436.2838;159.2305;83.1318;76.0986;371.0187;1.0000
2020-09-16T16:00:00.0/2020-09-16T17:00:00.0;71.9628;27.7376;9.8249;17.9128;101.4670;27.7376;9.8249;17.9128;101.4670;0.7667
2020-09-16T17:00:00.0/2020-09-16T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T18:00:00.0/2020-09-16T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T19:00:00.0/2020-09-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T20:00:00.0/2020-09-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T21:00:00.0/2020-09-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T22:00:00.0/2020-09-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-16T23:00:00.0/2020-09-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T00:00:00.0/2020-09-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T01:00:00.0/2020-09-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T02:00:00.0/2020-09-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T03:00:00.0/2020-09-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T04:00:00.0/2020-09-17T05:00:00.0;35.1546;11.5291;2.6777;8.8514;38.4002;6.9580;0.0003;6.9577;0.0042;0.7333
2020-09-17T05:00:00.0/2020-09-17T06:00:00.0;247.2594;126.0788;66.0657;60.0130;336.9405;82.3166;2.9139;79.4027;12.4987;0.9667
2020-09-17T06:00:00.0/2020-09-17T07:00:00.0;470.0468;294.3415;196.5060;97.8355;558.1982;206.4777;31.4359;175.0419;86.1186;1.0000
2020-09-17T07:00:00.0/2020-09-17T08:00:00.0;663.2181;453.8873;332.8915;120.9958;675.3070;356.4014;118.5926;237.8087;237.9159;1.0000
2020-09-17T08:00:00.0/2020-09-17T09:00:00.0;813.5784;581.9581;446.8594;135.0988;740.4298;441.1205;127.8573;313.2631;211.2058;1.0000
2020-09-17T09:00:00.0/2020-09-17T10:00:00.0;910.8513;665.4332;521.5161;143.9172;772.3906;564.9708;259.2933;305.6775;381.9329;1.0000
2020-09-17T10:00:00.0/2020-09-17T11:00:00.0;948.3798;697.0439;548.2382;148.8058;779.9697;568.7650;220.9922;347.7727;314.6080;1.0000
2020-09-17T11:00:00.0/2020-09-17T12:00:00.0;923.5814;674.5880;525.5219;149.0662;767.6276;529.5352;174.1474;355.3878;253.8751;1.0000
2020-09-17T12:00:00.0/2020-09-17T13:00:00.0;838.1244;599.2726;453.7018;145.5708;729.7992;459.7554;135.6646;324.0908;218.2065;1.0000
2020-09-17T13:00:00.0/2020-09-17T14:00:00.0;697.8147;477.3927;341.4182;135.9745;658.3998;341.8950;72.3556;269.5394;137.0729;1.0000
2020-09-17T14:00:00.0/2020-09-17T15:00:00.0;512.1992;321.2725;206.7474;114.5251;539.5825;234.1016;46.5898;187.5118;124.6958;1.0000
2020-09-17T15:00:00.0/2020-09-17T16:00:00.0;293.9149;151.7024;75.7979;75.9045;330.2166;139.8206;55.2564;84.5642;250.9694;1.0000
2020-09-17T16:00:00.0/2020-09-17T17:00:00.0;65.8805;22.5628;5.2716;17.2913;55.5234;22.5628;5.2716;17.2913;55.5234;0.7833
2020-09-17T17:00:00.0/2020-09-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T18:00:00.0/2020-09-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T19:00:00.0/2020-09-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T20:00:00.0/2020-09-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T21:00:00.0/2020-09-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T22:00:00.0/2020-09-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-17T23:00:00.0/2020-09-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T00:00:00.0/2020-09-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T01:00:00.0/2020-09-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T02:00:00.0/2020-09-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T03:00:00.0/2020-09-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T04:00:00.0/2020-09-18T05:00:00.0;32.3928;10.8806;2.7343;8.1463;40.4916;1.3166;0.0000;1.3166;0.0000;0.7417
2020-09-18T05:00:00.0/2020-09-18T06:00:00.0;242.1398;129.6073;73.6746;55.9327;382.9598;27.5330;0.4206;27.1124;1.6138;0.9667
2020-09-18T06:00:00.0/2020-09-18T07:00:00.0;464.9650;306.4951;220.3387;86.1565;633.2200;278.5023;180.9016;97.6007;498.9224;1.0000
2020-09-18T07:00:00.0/2020-09-18T08:00:00.0;658.0654;473.7214;373.0851;100.6363;763.1809;473.7214;373.0851;100.6363;763.1809;1.0000
2020-09-18T08:00:00.0/2020-09-18T09:00:00.0;808.2511;608.8365;502.4667;106.3698;838.4681;608.8365;502.4667;106.3698;838.4681;1.0000
2020-09-18T09:00:00.0/2020-09-18T10:00:00.0;905.2576;697.6168;589.8500;107.7668;879.4406;697.6168;589.8500;107.7668;879.4406;1.0000
2020-09-18T10:00:00.0/2020-09-18T11:00:00.0;942.4462;732.3380;625.9362;106.4019;896.6033;732.3380;625.9362;106.4019;896.6033;1.0000
2020-09-18T11:00:00.0/2020-09-18T12:00:00.0;917.2577;711.3929;609.2026;102.1903;896.5778;711.3929;609.2026;102.1903;896.5778;1.0000
2020-09-18T12:00:00.0/2020-09-18T13:00:00.0;831.3874;635.9803;539.8392;96.1412;876.2333;635.9803;539.8392;96.1412;876.2333;1.0000
2020-09-18T13:00:00.0/2020-09-18T14:00:00.0;690.6693;512.3940;424.7081;87.6860;828.9142;512.3940;424.7081;87.6860;828.9142;1.0000
2020-09-18T14:00:00.0/2020-09-18T15:00:00.0;504.6784;352.2147;277.8346;74.3801;739.1238;352.2147;277.8346;74.3801;739.1238;1.0000
2020-09-18T15:00:00.0/2020-09-18T16:00:00.0;286.0773;173.3161;120.3268;52.9893;549.0487;173.3161;120.3268;52.9893;549.0487;1.0000
2020-09-18T16:00:00.0/2020-09-18T17:00:00.0;60.0545;25.5183;11.6178;13.9005;133.9418;25.5183;11.6178;13.9005;133.9418;0.8000
2020-09-18T17:00:00.0/2020-09-18T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T18:00:00.0/2020-09-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T19:00:00.0/2020-09-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T20:00:00.0/2020-09-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T21:00:00.0/2020-09-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-09-18T22:00:00.0/2020-09-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
